Symbol,Company Name,Industry,Market Cap
EDBL,Edible Garden AG Incorporated,Farm Products,4.19M
EDIT,Editas Medicine Inc.,Biotechnology,667.19M
EDN,Empresa Distribuidora y Comercializadora Norte SA,Utilities - Regulated Electric,959.50M
EDR,Endeavor Group Holdings Inc.,Entertainment,6.79B
EDRY,EuroDry Ltd.,Marine Shipping,40.67M
EDSA,Edesa Biotech Inc.,Biotechnology,18.42M
EDTK,Skillful Craftsman Education Technology Limited,Education & Training Services,23.39M
EDTX,EdtechX Holdings Acquisition Corp. II,Shell Companies,65.49M
EDU,New Oriental Education & Technology Group Inc.,Education & Training Services,7.27B
EDUC,Educational Development Corporation,Publishing,10.80M
EE,Excelerate Energy Inc.,Utilities - Renewable,2.19B
EEFT,Euronet Worldwide Inc.,Software - Infrastructure,5.65B
EEIQ,Elite Education Group International Limited,Education & Training Services,23.91M
EEX,Emerald Holding Inc.,Advertising Agencies,238.91M
EFC,Ellington Financial Inc.,REIT - Mortgage,868.40M
EFHT,EF Hutton Acquisition Corporation I Common Stock,Shell Companies,151.30M
EFOI,Energy Focus Inc.,'''Furnishings, Fixtures & Appliances''',7.70M
EFSC,Enterprise Financial Services Corp,Banks - Regional,1.59B
EFSH,1847 Holdings LLC,Conglomerates,2.54M
EFTR,eFFECTOR Therapeutics Inc.,Biotechnology,49.61M
EFX,Equifax Inc.,Consulting Services,26.20B
EFXT,Enerflex Ltd.,Oil & Gas Equipment & Services,747.38M
EGAN,eGain Corporation,Software - Application,230.15M
EGBN,Eagle Bancorp Inc.,Banks - Regional,665.01M
EGGF,EG Acquisition Corp.,Shell Companies,289.41M
EGHT,8x8 Inc.,Software - Application,488.73M
EGIO,Edgio Inc.,Software - Infrastructure,119.66M
EGLE,Eagle Bulk Shipping Inc.,Marine Shipping,579.18M
EGLX,Enthusiast Gaming Holdings Inc.,Internet Content & Information,62.30M
EGO,Eldorado Gold Corporation,Gold,1.79B
EGP,EastGroup Properties Inc.,REIT - Industrial,7.47B
EGRX,Eagle Pharmaceuticals Inc.,Drug Manufacturers - Specialty & Generic,281.86M
EGY,VAALCO Energy Inc.,Oil & Gas E&P,434.57M
EH,EHang Holdings Limited,Aerospace & Defense,657.07M
EHAB,Enhabit Inc.,Medical Care Facilities,612.72M
EHC,Encompass Health Corporation,Medical Care Facilities,6.29B
EHTH,eHealth Inc.,Insurance Brokers,233.59M
EIC,Eagle Point Income Company Inc.,null,103.92M
EIG,Employers Holdings Inc.,Insurance - Specialty,1.03B
EIGR,Eiger BioPharmaceuticals Inc.,Biotechnology,48.73M
EIX,Edison International,Utilities - Regulated Electric,25.54B
EJH,E-Home Household Service Holdings Limited,Personal Services,3.86M
EKSO,Ekso Bionics Holdings Inc.,Medical Instruments & Supplies,18.90M
EL,The Estée Lauder Companies Inc.,Household & Personal Products,67.30B
ELA,Envela Corporation,Luxury Goods,201.93M
ELAN,Elanco Animal Health Incorporated,Drug Manufacturers - Specialty & Generic,4.54B
ELBM,Electra Battery Materials Corporation,Other Industrial Metals & Mining,45.51M
ELDN,Eledon Pharmaceuticals Inc.,Biotechnology,46.53M
ELEV,Elevation Oncology Inc.,Biotechnology,86.16M
ELF,e.l.f. Beauty Inc.,Household & Personal Products,5.67B
ELLO,Ellomay Capital Ltd.,Utilities - Renewable,213.48M
ELMD,Electromed Inc.,Medical Devices,101.11M
ELME,Elme Communities,REIT - Office,1.37B
ELOX,Eloxx Pharmaceuticals Inc.,Biotechnology,15.10M
ELP,Companhia Paranaense de Energia - COPEL,Utilities - Diversified,20.00B
ELS,Equity LifeStyle Properties Inc.,REIT - Residential,12.92B
ELSE,Electro-Sensors Inc.,Scientific & Technical Instruments,15.01M
ELTK,Eltek Ltd.,Electronic Components,55.34M
ELV,Elevance Health Inc.,Healthcare Plans,111.66B
ELVN,Enliven Therapeutics Inc.,Biotechnology,886.02M
ELYM,Eliem Therapeutics Inc.,Biotechnology,79.63M
ELYS,Elys Game Technology Corp.,Gambling,19.57M
EM,Smart Share Global Limited,Personal Services,224.20M
EMAN,eMagin Corporation,Electronic Components,166.91M
EMBC,Embecta Corp.,Drug Manufacturers - Specialty & Generic,1.57B
EMBK,Embark Technology Inc.,Software - Application,66.89M
EMCG,WisdomTree Emerging Markets Consumer Growth Fund,Shell Companies,205.57M
EME,EMCOR Group Inc.,Engineering & Construction,8.23B
EMKR,EMCORE Corporation,Semiconductors,40.45M
EML,The Eastern Company,Tools & Accessories,101.89M
EMLD,FTAC Emerald Acquisition Corp.,Shell Companies,355.29M
EMN,Eastman Chemical Company,Specialty Chemicals,9.84B
EMR,Emerson Electric Co.,Specialty Industrial Machinery,47.33B
EMX,EMX Royalty Corporation,Other Industrial Metals & Mining,205.88M
ENB,Enbridge Inc.,Oil & Gas Midstream,75.78B
ENCP,Energem Corp.,Shell Companies,57.09M
ENER,Accretion Acquisition Corp.,Shell Companies,109.81M
ENFN,Enfusion Inc.,Software - Application,607.46M
ENG,ENGlobal Corporation,Engineering & Construction,20.23M
ENIC,Enel Chile S.A.,Utilities - Regulated Electric,4.01B
ENLC,EnLink Midstream LLC,Oil & Gas Midstream,4.80B
ENLT,Enlight Renewable Energy Ltd,Utilities - Renewable,2.16B
ENLV,Enlivex Therapeutics Ltd.,Biotechnology,49.11M
ENOB,Enochian Biosciences Inc.,Biotechnology,47.79M
ENOV,Enovis Corporation,Specialty Industrial Machinery,3.06B
ENPH,Enphase Energy Inc.,Solar,24.92B
ENR,Energizer Holdings Inc.,Electrical Equipment & Parts,2.44B
ENS,EnerSys,Electrical Equipment & Parts,4.22B
ENSC,Ensysce Biosciences Inc.,Biotechnology,3.86M
ENSG,The Ensign Group Inc.,Medical Care Facilities,5.13B
ENSV,Enservco Corporation,Oil & Gas Equipment & Services,7.10M
ENTA,Enanta Pharmaceuticals Inc.,Biotechnology,545.97M
ENTF,Enterprise 4.0 Technology Acquisition Corp.,Shell Companies,159.09M
ENTG,Entegris Inc.,Semiconductor Equipment & Materials,16.22B
ENTX,Entera Bio Ltd.,Biotechnology,25.57M
ENV,Envestnet Inc.,Software - Application,2.87B
ENVA,Enova International Inc.,Credit Services,1.52B
ENVB,Enveric Biosciences Inc.,Biotechnology,8.21M
ENVX,Enovix Corporation,Electrical Equipment & Parts,2.26B
ENZ,Enzo Biochem Inc.,Diagnostics & Research,109.90M
EOCW,Elliott Opportunity II Corp.,Shell Companies,786.26M
EOG,EOG Resources Inc.,Oil & Gas E&P,65.46B
EOLS,Evolus Inc.,Drug Manufacturers - Specialty & Generic,504.91M
EOSE,Eos Energy Enterprises Inc.,Electrical Equipment & Parts,296.93M
EP,Empire Petroleum Corporation,Oil & Gas E&P,232.10M
EPAC,Enerpac Tool Group Corp.,Specialty Industrial Machinery,1.55B
EPAM,EPAM Systems Inc.,Information Technology Services,15.04B
EPC,Edgewell Personal Care Company,Household & Personal Products,2.13B
EPD,Enterprise Products Partners L.P.,Oil & Gas Midstream,56.39B
EPIX,ESSA Pharma Inc.,Biotechnology,134.48M
EPM,Evolution Petroleum Corporation,Oil & Gas E&P,271.47M
EPOW,Sunrise New Energy Co. Ltd.,Consulting Services,58.84M
EPR,EPR Properties,REIT - Specialty,3.30B
EPRT,Essential Properties Realty Trust Inc.,REIT - Diversified,3.65B
EPSN,Epsilon Energy Ltd.,Oil & Gas E&P,114.63M
EQ,Equillium Inc.,Biotechnology,21.67M
EQBK,Equity Bancshares Inc.,Banks - Regional,371.23M
EQC,Equity Commonwealth,REIT - Office,2.27B
EQH,Equitable Holdings Inc.,Insurance - Diversified,9.17B
EQIX,Equinix Inc.,REIT - Specialty,70.85B
EQNR,Equinor ASA,Oil & Gas Integrated,83.66B
EQR,Equity Residential,REIT - Residential,23.91B
EQRX,EQRx Inc.,Biotechnology,891.87M
EQS,Equus Total Return Inc.,Asset Management,20.95M
EQT,EQT Corporation,Oil & Gas E&P,13.22B
EQX,Equinox Gold Corp.,Gold,1.49B
ERAS,Erasca Inc.,Biotechnology,435.69M
ERES,East Resources Acquisition Company,Shell Companies,118.14M
ERF,Enerplus Corporation,Oil & Gas E&P,3.16B
ERIC,Telefonaktiebolaget LM Ericsson (publ),Communication Equipment,17.49B
ERIE,Erie Indemnity Company,Insurance Brokers,11.38B
ERII,Energy Recovery Inc.,Pollution & Treatment Controls,1.43B
ERJ,Embraer S.A.,Aerospace & Defense,2.87B
ERNA,Eterna Therapeutics Inc.,Biotechnology,10.54M
ERO,Ero Copper Corp.,Copper,1.64B
ERYP,ERYTECH Pharma S.A.,Biotechnology,32.90M
ES,Eversource Energy,Utilities - Regulated Electric,24.42B
ESAB,ESAB Corporation,Metal Fabrication,3.80B
ESAC,ESGEN Acquisition Corporation,Shell Companies,105.31M
ESBA,Empire State Realty OP L.P.,REIT - Office,1.60B
ESCA,Escalade Incorporated,Leisure,166.85M
ESE,ESCO Technologies Inc.,Scientific & Technical Instruments,2.47B
ESEA,Euroseas Ltd.,Marine Shipping,150.39M
ESGR,Enstar Group Limited,Insurance - Diversified,4.10B
ESI,Element Solutions Inc,Specialty Chemicals,4.60B
ESLT,Elbit Systems Ltd.,Aerospace & Defense,8.72B
ESMT,EngageSmart Inc.,Software - Infrastructure,3.19B
ESNT,Essent Group Ltd.,Insurance - Specialty,4.95B
ESOA,Energy Services of America Corporation,Engineering & Construction,36.76M
ESP,Espey Mfg. & Electronics Corp.,Electrical Equipment & Parts,45.40M
ESPR,Esperion Therapeutics Inc.,Drug Manufacturers - Specialty & Generic,128.81M
ESQ,Esquire Financial Holdings Inc.,Banks - Regional,362.10M
ESRT,Empire State Realty Trust Inc.,REIT - Diversified,1.74B
ESS,Essex Property Trust Inc.,REIT - Residential,15.19B
ESSA,ESSA Bancorp Inc.,Banks - Regional,158.43M
ESTA,Establishment Labs Holdings Inc.,Medical Devices,1.71B
ESTC,Elastic N.V.,Software - Application,6.98B
ESTE,Earthstone Energy Inc.,Oil & Gas E&P,1.79B
ET,Energy Transfer LP,Oil & Gas Midstream,40.46B
ETAO,ETAO International Co. Ltd.,Health Information Services,44.00M
ETD,Ethan Allen Interiors Inc.,'''Furnishings, Fixtures & Appliances''',667.89M
ETN,Eaton Corporation plc,Specialty Industrial Machinery,74.31B
ETNB,89bio Inc.,Biotechnology,1.38B
ETON,Eton Pharmaceuticals Inc.,Biotechnology,98.96M
ETR,Entergy Corporation,Utilities - Regulated Electric,21.03B
ETRN,Equitrans Midstream Corporation,Oil & Gas Midstream,3.93B
ETSY,Etsy Inc.,Internet Retail,10.49B
ETWO,E2open Parent Holdings Inc.,Software - Application,1.60B
EU,enCore Energy Corp.,Uranium,302.43M
EUDA,EUDA Health Holdings Limited,Health Information Services,32.44M
EURN,Euronav NV,Oil & Gas Midstream,3.22B
EVA,Enviva Inc.,Lumber & Wood Production,725.46M
EVAX,Evaxion Biotech A/S,Biotechnology,39.13M
EVBG,Everbridge Inc.,Software - Application,1.05B
EVBN,Evans Bancorp Inc.,Banks - Regional,133.78M
EVC,Entravision Communications Corporation,Broadcasting,445.03M
EVCM,EverCommerce Inc.,Software - Infrastructure,2.21B
EVE,EVe Mobility Acquisition Corp,Shell Companies,363.00M
EVER,EverQuote Inc.,Internet Content & Information,312.57M
EVEX,Eve Holding Inc.,Aerospace & Defense,2.21B
EVGN,Evogene Ltd.,Biotechnology,26.34M
EVGO,EVgo Inc.,Specialty Retail,1.20B
EVGR,Evergreen Corporation,Shell Companies,159.21M
EVH,Evolent Health Inc.,Health Information Services,3.50B
EVI,EVI Industries Inc.,Industrial Distribution,268.72M
EVLO,Evelo Biosciences Inc.,Biotechnology,14.56M
EVLV,Evolv Technologies Holdings Inc.,Security & Protection Services,881.67M
EVO,Evotec SE,Drug Manufacturers - Specialty & Generic,4.13B
EVOK,Evoke Pharma Inc.,Drug Manufacturers - Specialty & Generic,5.53M
EVR,Evercore Inc.,Capital Markets,4.35B
EVRG,Evergy Inc.,Utilities - Regulated Electric,13.26B
EVRI,Everi Holdings Inc.,Gambling,1.33B
EVTC,EVERTEC Inc.,Software - Infrastructure,2.35B
EVTL,Vertical Aerospace Ltd.,Aerospace & Defense,411.29M
EVTV,Envirotech Vehicles Inc.,Auto Manufacturers,33.50M
EW,Edwards Lifesciences Corporation,Medical Devices,51.73B
EWBC,East West Bancorp Inc.,Banks - Diversified,7.37B
EWCZ,European Wax Center Inc.,Household & Personal Products,1.12B
EWTX,Edgewise Therapeutics Inc.,Biotechnology,613.81M
EXAI,Exscientia plc,Biotechnology,877.11M
EXAS,Exact Sciences Corporation,Diagnostics & Research,15.13B
EXC,Exelon Corporation,Utilities - Regulated Electric,39.47B
EXEL,Exelixis Inc.,Biotechnology,6.25B
EXFY,Expensify Inc.,Software - Application,564.82M
EXK,Endeavour Silver Corp.,Other Precious Metals & Mining,615.91M
EXLS,ExlService Holdings Inc.,Information Technology Services,5.20B
EXP,Eagle Materials Inc.,Building Materials,5.98B
EXPD,Expeditors International of Washington Inc.,Integrated Freight & Logistics,17.41B
EXPE,Expedia Group Inc.,Travel Services,15.30B
EXPI,eXp World Holdings Inc.,Real Estate Services,2.46B
EXPO,Exponent Inc.,Consulting Services,4.80B
EXPR,Express Inc.,Apparel Retail,45.73M
EXR,Extra Space Storage Inc.,REIT - Industrial,20.78B
EXTR,Extreme Networks Inc.,Communication Equipment,2.82B
EYE,National Vision Holdings Inc.,Specialty Retail,2.03B
EYEN,Eyenovia Inc.,Biotechnology,113.25M
EYPT,EyePoint Pharmaceuticals Inc.,Biotechnology,205.13M
EZFL,EZFill Holdings Inc.,Software - Application,7.96M
EZGO,EZGO Technologies Ltd.,Recreational Vehicles,76.52M
EZPW,EZCORP Inc.,Credit Services,468.84M
F,Ford Motor Company,Auto Manufacturers,48.69B
FA,First Advantage Corporation,Specialty Business Services,2.08B
FACT,Freedom Acquisition I Corp.,Shell Companies,215.62M
FAF,First American Financial Corporation,Insurance - Specialty,5.87B
FAMI,Farmmi Inc.,Packaged Foods,10.83M
FANG,Diamondback Energy Inc.,Oil & Gas E&P,23.79B
FANH,Fanhua Inc.,Insurance Brokers,479.77M
FARM,Farmer Bros. Co.,Packaged Foods,36.58M
FARO,FARO Technologies Inc.,Scientific & Technical Instruments,298.84M
FAST,Fastenal Company,Industrial Distribution,31.62B
FAT,FAT Brands Inc.,Restaurants,103.82M
FATBB,FAT Brands Inc.,Restaurants,104.30M
FATE,Fate Therapeutics Inc.,Biotechnology,516.52M
FATH,Fathom Digital Manufacturing Corporation,Computer Hardware,58.77M
FATP,Fat Projects Acquisition Corp,Shell Companies,36.13M
FAZE,FaZe Holdings Inc.,Internet Content & Information,40.25M
FBIN,Fortune Brands Innovations Inc.,Building Products & Equipment,8.15B
FBIO,Fortress Biotech Inc.,Biotechnology,72.54M
FBIZ,First Business Financial Services Inc.,Banks - Regional,236.44M
FBK,FB Financial Corporation,Banks - Regional,1.40B
FBMS,The First Bancshares Inc.,Banks - Regional,865.42M
FBNC,First Bancorp,Banks - Regional,1.36B
FBP,First BanCorp.,Banks - Regional,2.23B
FBRT,Franklin BSP Realty Trust Inc.,REIT - Mortgage,1.15B
FBRX,Forte Biosciences Inc.,Biotechnology,21.58M
FC,Franklin Covey Co.,Consulting Services,525.71M
FCAP,First Capital Inc.,Banks - Regional,84.45M
FCBC,First Community Bankshares Inc.,Banks - Regional,559.73M
FCCO,First Community Corporation,Banks - Regional,130.88M
FCEL,FuelCell Energy Inc.,Electrical Equipment & Parts,904.78M
FCF,First Commonwealth Financial Corporation,Banks - Regional,1.40B
FCFS,FirstCash Holdings Inc,Credit Services,4.55B
FCN,FTI Consulting Inc.,Consulting Services,6.53B
FCNCA,First Citizens BancShares Inc.,Banks - Regional,18.68B
FCPT,Four Corners Property Trust Inc.,REIT - Retail,2.28B
FCUV,Focus Universal Inc.,Scientific & Technical Instruments,102.42M
FCX,Freeport-McMoRan Inc.,Copper,53.30B
FDBC,Fidelity D & D Bancorp Inc.,Banks - Regional,224.34M
FDMT,4D Molecular Therapeutics Inc.,Biotechnology,768.56M
FDP,Fresh Del Monte Produce Inc.,Farm Products,1.29B
FDS,FactSet Research Systems Inc.,Financial Data & Stock Exchanges,15.28B
FDUS,Fidus Investment Corporation,Asset Management,477.53M
FDX,FedEx Corporation,Integrated Freight & Logistics,55.73B
FE,FirstEnergy Corp.,Utilities - Regulated Electric,21.60B
FEAM,5E Advanced Materials Inc.,Specialty Chemicals,152.31M
FEDU,Four Seasons Education (Cayman) Inc.,Education & Training Services,17.77M
FEIM,Frequency Electronics Inc.,Communication Equipment,61.73M
FELE,Franklin Electric Co. Inc.,Specialty Industrial Machinery,4.46B
FEMY,Femasys Inc.,Medical Instruments & Supplies,9.63M
FENC,Fennec Pharmaceuticals Inc.,Biotechnology,217.17M
FENG,Phoenix New Media Limited,Internet Content & Information,26.69M
FERG,Ferguson plc,Industrial Distribution,30.26B
FET,Forum Energy Technologies Inc.,Oil & Gas Equipment & Services,243.49M
FEXD,Fintech Ecosystem Development Corp.,Shell Companies,152.70M
FF,FutureFuel Corp.,Chemicals,388.62M
FFBC,First Financial Bancorp.,Banks - Regional,1.98B
FFIC,Flushing Financial Corporation,Banks - Regional,379.23M
FFIE,Faraday Future Intelligent Electric Inc.,Auto Manufacturers,307.16M
FFIN,First Financial Bankshares Inc.,Banks - Regional,4.04B
FFIV,F5 Inc.,Software - Infrastructure,8.87B
FFNW,First Financial Northwest Inc.,Banks - Regional,93.86M
FFWM,First Foundation Inc.,Banks - Regional,255.60M
FG,F&G Annuities & Life Inc.,Insurance - Life,2.72B
FGBI,First Guaranty Bancshares Inc.,Banks - Regional,140.03M
FGEN,FibroGen Inc.,Biotechnology,1.74B
FGF,FG Financial Group Inc.,Insurance - Diversified,16.52M
Symbol ,Company Name ,Industry ,Market Cap
FGH,FG Group Holdings Inc.,Leisure,36.02M
FGI,FGI Industries Ltd.,'''Furnishings, Fixtures & Appliances''',17.10M
FGMC,FG Merger Corp.,Shell Companies,106.96M
FHB,First Hawaiian Inc.,Banks - Regional,2.30B
FHI,Federated Hermes Inc.,Asset Management,3.21B
FHLT,Future Health ESG Corp.,Shell Companies,67.30M
FHN,First Horizon Corporation,Banks - Regional,5.94B
FHTX,Foghorn Therapeutics Inc.,Biotechnology,296.96M
FIAC,Focus Impact Acquisition Corp.,Shell Companies,302.16M
FIBK,First Interstate BancSystem Inc.,Banks - Regional,2.53B
FICO,Fair Isaac Corporation,Software - Application,19.77B
FICV,Frontier Investment Corp,Shell Companies,258.00M
FIGS,FIGS Inc.,Apparel Manufacturing,1.42B
FINV,FinVolution Group,Credit Services,1.15B
FINW,FinWise Bancorp,Banks - Regional,103.38M
FIP,FTAI Infrastructure Inc.,Conglomerates,358.00M
FIS,Fidelity National Information Services Inc.,Information Technology Services,32.81B
FISI,Financial Institutions Inc.,Banks - Regional,254.31M
FISV,Fiserv Inc.,Information Technology Services,70.31B
FITB,Fifth Third Bancorp,Banks - Regional,17.66B
FIVE,Five Below Inc.,Specialty Retail,10.16B
FIVN,Five9 Inc.,Software - Infrastructure,5.00B
FIX,Comfort Systems USA Inc.,Engineering & Construction,5.54B
FIXX,Homology Medicines Inc.,Biotechnology,56.93M
FIZZ,National Beverage Corp.,Beverages - Non-Alcoholic,4.61B
FKWL,Franklin Wireless Corp.,Communication Equipment,42.42M
FL,Foot Locker Inc.,Apparel Retail,2.42B
FLAG,First Light Acquisition Group Inc.,Shell Companies,102.83M
FLEX,Flex Ltd.,Electronic Components,11.61B
FLFV,Feutune Light Acquisition Corporation,Shell Companies,134.29M
FLGC,Flora Growth Corp.,Drug Manufacturers - Specialty & Generic,32.21M
FLGT,Fulgent Genetics Inc.,Diagnostics & Research,1.20B
FLIC,The First of Long Island Corporation,Banks - Regional,251.94M
FLJ,FLJ Group Limited,Real Estate Services,264.86M
FLL,Full House Resorts Inc.,Resorts & Casinos,239.74M
FLME,Flame Acquisition Corp.,Shell Companies,159.17M
FLNC,Fluence Energy Inc.,Utilities - Renewable,4.14B
FLNG,FLEX LNG Ltd.,Oil & Gas Midstream,1.66B
FLNT,Fluent Inc.,Advertising Agencies,52.67M
FLO,Flowers Foods Inc.,Packaged Foods,5.39B
FLR,Fluor Corporation,Engineering & Construction,4.23B
FLS,Flowserve Corporation,Specialty Industrial Machinery,4.67B
FLT,FLEETCOR Technologies Inc.,Software - Infrastructure,17.34B
FLUX,Flux Power Holdings Inc.,Electrical Equipment & Parts,60.04M
FLWS,1-800-FLOWERS.COM Inc.,Specialty Retail,525.33M
FLXS,Flexsteel Industries Inc.,'''Furnishings, Fixtures & Appliances''',96.84M
FLYW,Flywire Corporation,Information Technology Services,3.41B
FMAO,Farmers & Merchants Bancorp Inc.,Banks - Regional,308.31M
FMBH,First Mid Bancshares Inc.,Banks - Regional,509.53M
FMC,FMC Corporation,Agricultural Inputs,13.40B
FMIV,Forum Merger IV Corporation,Shell Companies,162.05M
FMNB,Farmers National Banc Corp.,Banks - Regional,464.53M
FMS,Fresenius Medical Care AG & Co. KGaA,Medical Care Facilities,12.81B
FMX,Fomento Económico Mexicano SAB de CV,Beverages - Brewers,183.38B
FN,Fabrinet,Electronic Components,4.17B
FNA,Paragon 28 Inc.,Medical Devices,1.52B
FNB,F.N.B. Corporation,Banks - Regional,4.21B
FNCB,FNCB Bancorp Inc.,Banks - Regional,110.23M
FNCH,Finch Therapeutics Group Inc.,Biotechnology,14.42M
FND,Floor & Decor Holdings Inc.,Home Improvement Retail,10.01B
FNF,Fidelity National Financial Inc.,Insurance - Specialty,9.56B
FNGR,FingerMotion Inc.,Telecom Services,75.38M
FNKO,Funko Inc.,Leisure,633.62M
FNLC,The First Bancorp Inc.,Banks - Regional,279.07M
FNV,Franco-Nevada Corporation,Gold,28.32B
FNVT,Finnovate Acquisition Corp.,Shell Companies,95.86M
FNWB,First Northwest Bancorp,Banks - Regional,120.94M
FNWD,Finward Bancorp,Banks - Regional,93.54M
FOA,Finance Of America Companies Inc.,Credit Services,131.96M
FOCS,Focus Financial Partners Inc.,Asset Management,4.09B
FOLD,Amicus Therapeutics Inc.,Biotechnology,3.46B
FONR,FONAR Corporation,Medical Devices,110.04M
FOR,Forestar Group Inc.,Real Estate - Development,1.03B
